industry_id,industry_name,city,state,year,download_url
1039,"Ultratech Cement Ltd, Dadri",Dadri,UP,2023,https://archive.org/download/ocems-data-archive/2023/1039.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2017,https://archive.org/download/ocems-data-archive/2017/1040.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2018,https://archive.org/download/ocems-data-archive/2018/1040.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2019,https://archive.org/download/ocems-data-archive/2019/1040.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2020,https://archive.org/download/ocems-data-archive/2020/1040.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2021,https://archive.org/download/ocems-data-archive/2021/1040.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2022,https://archive.org/download/ocems-data-archive/2022/1040.csv.gz
1040,ULTRATECH CEMENT LIMITED (Unit: ALIGARH CEMENT WORKS),Aligarh,UP,2023,https://archive.org/download/ocems-data-archive/2023/1040.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2016,https://archive.org/download/ocems-data-archive/2016/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2017,https://archive.org/download/ocems-data-archive/2017/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2018,https://archive.org/download/ocems-data-archive/2018/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2019,https://archive.org/download/ocems-data-archive/2019/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2020,https://archive.org/download/ocems-data-archive/2020/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2021,https://archive.org/download/ocems-data-archive/2021/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2022,https://archive.org/download/ocems-data-archive/2022/1041.csv.gz
1041,"Kuantum Papers Ltd,( Formerly known as ABC paper mills, Sailakhurd)",Hoshiarpur,Punjab,2023,https://archive.org/download/ocems-data-archive/2023/1041.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2016,https://archive.org/download/ocems-data-archive/2016/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2017,https://archive.org/download/ocems-data-archive/2017/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2018,https://archive.org/download/ocems-data-archive/2018/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2019,https://archive.org/download/ocems-data-archive/2019/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2020,https://archive.org/download/ocems-data-archive/2020/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2021,https://archive.org/download/ocems-data-archive/2021/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2022,https://archive.org/download/ocems-data-archive/2022/1042.csv.gz
1042,"Trident Ltd, (Paper Div)",Barnala,Punjab,2023,https://archive.org/download/ocems-data-archive/2023/1042.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2016,https://archive.org/download/ocems-data-archive/2016/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2017,https://archive.org/download/ocems-data-archive/2017/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2018,https://archive.org/download/ocems-data-archive/2018/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2019,https://archive.org/download/ocems-data-archive/2019/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2020,https://archive.org/download/ocems-data-archive/2020/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2021,https://archive.org/download/ocems-data-archive/2021/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2022,https://archive.org/download/ocems-data-archive/2022/1045.csv.gz
1045,Siddheshwari Paper Mill,Muzaffarnagar,UP,2023,https://archive.org/download/ocems-data-archive/2023/1045.csv.gz
1047,Parijat Paper Mills Limited,Muzaffarnagar,UP,2018,https://archive.org/download/ocems-data-archive/2018/1047.csv.gz
1047,Parijat Paper Mills Limited,Muzaffarnagar,UP,2019,https://archive.org/download/ocems-data-archive/2019/1047.csv.gz
1047,Parijat Paper Mills Limited,Muzaffarnagar,UP,2020,https://archive.org/download/ocems-data-archive/2020/1047.csv.gz
1047,Parijat Paper Mills Limited,Muzaffarnagar,UP,2021,https://archive.org/download/ocems-data-archive/2021/1047.csv.gz
1047,Parijat Paper Mills Limited,Muzaffarnagar,UP,2022,https://archive.org/download/ocems-data-archive/2022/1047.csv.gz
1047,Parijat Paper Mills Limited,Muzaffarnagar,UP,2023,https://archive.org/download/ocems-data-archive/2023/1047.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2016,https://archive.org/download/ocems-data-archive/2016/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2017,https://archive.org/download/ocems-data-archive/2017/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2018,https://archive.org/download/ocems-data-archive/2018/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2019,https://archive.org/download/ocems-data-archive/2019/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2020,https://archive.org/download/ocems-data-archive/2020/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2021,https://archive.org/download/ocems-data-archive/2021/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2022,https://archive.org/download/ocems-data-archive/2022/1048.csv.gz
1048,Suyash Kraft & Paper Ltd,Muzaffarnagar,UP,2023,https://archive.org/download/ocems-data-archive/2023/1048.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2016,https://archive.org/download/ocems-data-archive/2016/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2017,https://archive.org/download/ocems-data-archive/2017/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2018,https://archive.org/download/ocems-data-archive/2018/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2019,https://archive.org/download/ocems-data-archive/2019/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2020,https://archive.org/download/ocems-data-archive/2020/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2021,https://archive.org/download/ocems-data-archive/2021/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2022,https://archive.org/download/ocems-data-archive/2022/1049.csv.gz
1049,Maruti Papers Limited,Muzaffarnagar,UP,2023,https://archive.org/download/ocems-data-archive/2023/1049.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2016,https://archive.org/download/ocems-data-archive/2016/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2017,https://archive.org/download/ocems-data-archive/2017/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2018,https://archive.org/download/ocems-data-archive/2018/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2019,https://archive.org/download/ocems-data-archive/2019/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2020,https://archive.org/download/ocems-data-archive/2020/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2021,https://archive.org/download/ocems-data-archive/2021/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2022,https://archive.org/download/ocems-data-archive/2022/1050.csv.gz
1050,Vishwanath Paper & Board Ltd,Jaspur,Uttarakhand,2023,https://archive.org/download/ocems-data-archive/2023/1050.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2015,https://archive.org/download/ocems-data-archive/2015/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2016,https://archive.org/download/ocems-data-archive/2016/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2017,https://archive.org/download/ocems-data-archive/2017/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2018,https://archive.org/download/ocems-data-archive/2018/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2019,https://archive.org/download/ocems-data-archive/2019/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2020,https://archive.org/download/ocems-data-archive/2020/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2021,https://archive.org/download/ocems-data-archive/2021/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2022,https://archive.org/download/ocems-data-archive/2022/1051.csv.gz
1051,Suchi Paper Mills Ltd,G.b. Nagar,UP,2023,https://archive.org/download/ocems-data-archive/2023/1051.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2016,https://archive.org/download/ocems-data-archive/2016/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2017,https://archive.org/download/ocems-data-archive/2017/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2018,https://archive.org/download/ocems-data-archive/2018/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2019,https://archive.org/download/ocems-data-archive/2019/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2020,https://archive.org/download/ocems-data-archive/2020/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2021,https://archive.org/download/ocems-data-archive/2021/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2022,https://archive.org/download/ocems-data-archive/2022/1052.csv.gz
1052,Mohan Meakin Limited Ghaziabad,Ghaziabad,UP,2023,https://archive.org/download/ocems-data-archive/2023/1052.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2016,https://archive.org/download/ocems-data-archive/2016/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2017,https://archive.org/download/ocems-data-archive/2017/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2018,https://archive.org/download/ocems-data-archive/2018/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2019,https://archive.org/download/ocems-data-archive/2019/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2020,https://archive.org/download/ocems-data-archive/2020/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2021,https://archive.org/download/ocems-data-archive/2021/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2022,https://archive.org/download/ocems-data-archive/2022/1053.csv.gz
1053,Mohit Paper Mills Ltd,Bijnaur,UP,2023,https://archive.org/download/ocems-data-archive/2023/1053.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2016,https://archive.org/download/ocems-data-archive/2016/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2017,https://archive.org/download/ocems-data-archive/2017/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2018,https://archive.org/download/ocems-data-archive/2018/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2019,https://archive.org/download/ocems-data-archive/2019/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2020,https://archive.org/download/ocems-data-archive/2020/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2021,https://archive.org/download/ocems-data-archive/2021/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2022,https://archive.org/download/ocems-data-archive/2022/1055.csv.gz
1055,Satia Industries Limited,Mukatsar,Punjab,2023,https://archive.org/download/ocems-data-archive/2023/1055.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2016,https://archive.org/download/ocems-data-archive/2016/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2017,https://archive.org/download/ocems-data-archive/2017/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2018,https://archive.org/download/ocems-data-archive/2018/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2019,https://archive.org/download/ocems-data-archive/2019/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2020,https://archive.org/download/ocems-data-archive/2020/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2021,https://archive.org/download/ocems-data-archive/2021/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2022,https://archive.org/download/ocems-data-archive/2022/1056.csv.gz
1056,Rajlakshmi Paper & Board Pvt Ltd,Bazpur,Uttarakhand,2023,https://archive.org/download/ocems-data-archive/2023/1056.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2016,https://archive.org/download/ocems-data-archive/2016/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2017,https://archive.org/download/ocems-data-archive/2017/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2018,https://archive.org/download/ocems-data-archive/2018/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2019,https://archive.org/download/ocems-data-archive/2019/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2020,https://archive.org/download/ocems-data-archive/2020/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2021,https://archive.org/download/ocems-data-archive/2021/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2022,https://archive.org/download/ocems-data-archive/2022/1057.csv.gz
1057,Chandrapura Thermal Power Station DVC,Chandrapura,Jharkhand,2023,https://archive.org/download/ocems-data-archive/2023/1057.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2016,https://archive.org/download/ocems-data-archive/2016/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2017,https://archive.org/download/ocems-data-archive/2017/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2018,https://archive.org/download/ocems-data-archive/2018/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2019,https://archive.org/download/ocems-data-archive/2019/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2020,https://archive.org/download/ocems-data-archive/2020/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2021,https://archive.org/download/ocems-data-archive/2021/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2022,https://archive.org/download/ocems-data-archive/2022/1058.csv.gz
1058,Mohan Meakin Ltd Kasauli,Kasauli,Himachal Pradesh,2023,https://archive.org/download/ocems-data-archive/2023/1058.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2016,https://archive.org/download/ocems-data-archive/2016/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2017,https://archive.org/download/ocems-data-archive/2017/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2018,https://archive.org/download/ocems-data-archive/2018/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2019,https://archive.org/download/ocems-data-archive/2019/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2020,https://archive.org/download/ocems-data-archive/2020/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2021,https://archive.org/download/ocems-data-archive/2021/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2022,https://archive.org/download/ocems-data-archive/2022/1059.csv.gz
1059,Sandeep Paper Mills Pvt Ltd,Noida,UP,2023,https://archive.org/download/ocems-data-archive/2023/1059.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2017,https://archive.org/download/ocems-data-archive/2017/1063.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2018,https://archive.org/download/ocems-data-archive/2018/1063.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2019,https://archive.org/download/ocems-data-archive/2019/1063.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2020,https://archive.org/download/ocems-data-archive/2020/1063.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2021,https://archive.org/download/ocems-data-archive/2021/1063.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2022,https://archive.org/download/ocems-data-archive/2022/1063.csv.gz
1063,Shree Bhageshwari Papers Limited- Unit 2,Muzaffarnagar,UP,2023,https://archive.org/download/ocems-data-archive/2023/1063.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2017,https://archive.org/download/ocems-data-archive/2017/1068.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2018,https://archive.org/download/ocems-data-archive/2018/1068.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2019,https://archive.org/download/ocems-data-archive/2019/1068.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2020,https://archive.org/download/ocems-data-archive/2020/1068.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2021,https://archive.org/download/ocems-data-archive/2021/1068.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2022,https://archive.org/download/ocems-data-archive/2022/1068.csv.gz
1068,PNC Delhi Industrial Infra Pvt Ltd,North Delhi,Delhi,2023,https://archive.org/download/ocems-data-archive/2023/1068.csv.gz
1069,The West Coast Paper Mills Ltd,Dandeli,Karnataka,2017,https://archive.org/download/ocems-data-archive/2017/1069.csv.gz
1069,The West Coast Paper Mills Ltd,Dandeli,Karnataka,2018,https://archive.org/download/ocems-data-archive/2018/1069.csv.gz
